image_id,image_path,true_label,predicted_probability,predicted_label_at_0_5,model_name,split,predicted_label,error_type
IMG0002527.jpg,data/FracAtlas/images/IMG0002527.jpg,1,0.9475,1,resnet50,test,1,TP
IMG0002601.jpg,data/FracAtlas/images/IMG0002601.jpg,1,0.7797,1,resnet50,test,1,TP
IMG0002384.jpg,data/FracAtlas/images/IMG0002384.jpg,1,0.7927,1,resnet50,test,1,TP
IMG0002456.jpg,data/FracAtlas/images/IMG0002456.jpg,1,0.7693,1,resnet50,test,1,TP
IMG0003293.jpg,data/FracAtlas/images/IMG0003293.jpg,1,0.7013,1,resnet50,test,1,TP
IMG0002331.jpg,data/FracAtlas/images/IMG0002331.jpg,1,0.9774,1,resnet50,test,1,TP
IMG0003588.jpg,data/FracAtlas/images/IMG0003588.jpg,1,0.9686,1,resnet50,test,1,TP
IMG0001639.jpg,data/FracAtlas/images/IMG0001639.jpg,1,0.9963,1,resnet50,test,1,TP
IMG0002306.jpg,data/FracAtlas/images/IMG0002306.jpg,1,0.7299,1,resnet50,test,1,TP
IMG0002300.jpg,data/FracAtlas/images/IMG0002300.jpg,1,0.9948,1,resnet50,test,1,TP
IMG0003953.jpg,data/FracAtlas/images/IMG0003953.jpg,1,0.8055,1,resnet50,test,1,TP
IMG0002546.jpg,data/FracAtlas/images/IMG0002546.jpg,1,0.7754,1,resnet50,test,1,TP
IMG0002371.jpg,data/FracAtlas/images/IMG0002371.jpg,1,0.9704,1,resnet50,test,1,TP
IMG0004044.jpg,data/FracAtlas/images/IMG0004044.jpg,1,0.7673,1,resnet50,test,1,TP
IMG0002400.jpg,data/FracAtlas/images/IMG0002400.jpg,1,0.9648,1,resnet50,test,1,TP
IMG0002408.jpg,data/FracAtlas/images/IMG0002408.jpg,1,0.8824,1,resnet50,test,1,TP
IMG0003264.jpg,data/FracAtlas/images/IMG0003264.jpg,1,0.8491,1,resnet50,test,1,TP
IMG0002576.jpg,data/FracAtlas/images/IMG0002576.jpg,1,0.9912,1,resnet50,test,1,TP
IMG0001760.jpg,data/FracAtlas/images/IMG0001760.jpg,1,0.8696,1,resnet50,test,1,TP
IMG0003397.jpg,data/FracAtlas/images/IMG0003397.jpg,1,0.7051,1,resnet50,test,1,TP
IMG0002318.jpg,data/FracAtlas/images/IMG0002318.jpg,1,0.9528,1,resnet50,test,1,TP
IMG0002376.jpg,data/FracAtlas/images/IMG0002376.jpg,1,0.9015,1,resnet50,test,1,TP
IMG0002848.jpg,data/FracAtlas/images/IMG0002848.jpg,1,0.6834,1,resnet50,test,1,TP
IMG0003217.jpg,data/FracAtlas/images/IMG0003217.jpg,1,0.8002,1,resnet50,test,1,TP
IMG0002480.jpg,data/FracAtlas/images/IMG0002480.jpg,1,0.9381,1,resnet50,test,1,TP
IMG0001572.jpg,data/FracAtlas/images/IMG0001572.jpg,1,0.973,1,resnet50,test,1,TP
IMG0002326.jpg,data/FracAtlas/images/IMG0002326.jpg,1,0.9578,1,resnet50,test,1,TP
IMG0002472.jpg,data/FracAtlas/images/IMG0002472.jpg,1,0.9956,1,resnet50,test,1,TP
IMG0003021.jpg,data/FracAtlas/images/IMG0003021.jpg,1,0.9694,1,resnet50,test,1,TP
IMG0001440.jpg,data/FracAtlas/images/IMG0001440.jpg,1,0.8005,1,resnet50,test,1,TP
IMG0004010.jpg,data/FracAtlas/images/IMG0004010.jpg,1,0.9036,1,resnet50,test,1,TP
IMG0001236.jpg,data/FracAtlas/images/IMG0001236.jpg,1,0.9339,1,resnet50,test,1,TP
IMG0002508.jpg,data/FracAtlas/images/IMG0002508.jpg,1,0.9379,1,resnet50,test,1,TP
IMG0002344.jpg,data/FracAtlas/images/IMG0002344.jpg,1,0.9855,1,resnet50,test,1,TP
IMG0002486.jpg,data/FracAtlas/images/IMG0002486.jpg,1,0.7894,1,resnet50,test,1,TP
IMG0000019.jpg,data/FracAtlas/images/IMG0000019.jpg,1,0.8791,1,resnet50,test,1,TP
IMG0004061.jpg,data/FracAtlas/images/IMG0004061.jpg,1,0.6461,1,resnet50,test,1,TP
IMG0001933.jpg,data/FracAtlas/images/IMG0001933.jpg,1,0.6893,1,resnet50,test,1,TP
IMG0002410.jpg,data/FracAtlas/images/IMG0002410.jpg,1,0.8707,1,resnet50,test,1,TP
IMG0002352.jpg,data/FracAtlas/images/IMG0002352.jpg,1,0.854,1,resnet50,test,1,TP
IMG0002470.jpg,data/FracAtlas/images/IMG0002470.jpg,1,0.8683,1,resnet50,test,1,TP
IMG0002287.jpg,data/FracAtlas/images/IMG0002287.jpg,1,0.7671,1,resnet50,test,1,TP
IMG0000156.jpg,data/FracAtlas/images/IMG0000156.jpg,1,0.8333,1,resnet50,test,1,TP
IMG0002566.jpg,data/FracAtlas/images/IMG0002566.jpg,1,0.9233,1,resnet50,test,1,TP
IMG0002483.jpg,data/FracAtlas/images/IMG0002483.jpg,1,0.9019,1,resnet50,test,1,TP
IMG0002596.jpg,data/FracAtlas/images/IMG0002596.jpg,1,0.9959,1,resnet50,test,1,TP
IMG0002327.jpg,data/FracAtlas/images/IMG0002327.jpg,1,0.9487,1,resnet50,test,1,TP
IMG0001964.jpg,data/FracAtlas/images/IMG0001964.jpg,1,0.6818,1,resnet50,test,1,TP
IMG0001382.jpg,data/FracAtlas/images/IMG0001382.jpg,1,0.9811,1,resnet50,test,1,TP
IMG0003399.jpg,data/FracAtlas/images/IMG0003399.jpg,1,0.7256,1,resnet50,test,1,TP
IMG0002611.jpg,data/FracAtlas/images/IMG0002611.jpg,1,0.6287,1,resnet50,test,1,TP
IMG0002542.jpg,data/FracAtlas/images/IMG0002542.jpg,1,0.7277,1,resnet50,test,1,TP
IMG0003924.jpg,data/FracAtlas/images/IMG0003924.jpg,1,0.866,1,resnet50,test,1,TP
