image_id,image_path,true_label,predicted_probability,predicted_label_at_0_5,model_name,split,predicted_label,error_type
IMG0003555.jpg,data/FracAtlas/images/IMG0003555.jpg,0,0.5756,1,resnet50,test,1,FP
IMG0002205.jpg,data/FracAtlas/images/IMG0002205.jpg,0,0.7721,1,resnet50,test,1,FP
IMG0002064.jpg,data/FracAtlas/images/IMG0002064.jpg,0,0.5882,1,resnet50,test,1,FP
IMG0002219.jpg,data/FracAtlas/images/IMG0002219.jpg,0,0.8363,1,resnet50,test,1,FP
IMG0002913.jpg,data/FracAtlas/images/IMG0002913.jpg,0,0.9128,1,resnet50,test,1,FP
IMG0001051.jpg,data/FracAtlas/images/IMG0001051.jpg,0,0.6069,1,resnet50,test,1,FP
IMG0003991.jpg,data/FracAtlas/images/IMG0003991.jpg,0,0.7437,1,resnet50,test,1,FP
IMG0001163.jpg,data/FracAtlas/images/IMG0001163.jpg,0,0.5809,1,resnet50,test,1,FP
IMG0003791.jpg,data/FracAtlas/images/IMG0003791.jpg,0,0.6956,1,resnet50,test,1,FP
IMG0003547.jpg,data/FracAtlas/images/IMG0003547.jpg,0,0.6015,1,resnet50,test,1,FP
IMG0000798.jpg,data/FracAtlas/images/IMG0000798.jpg,0,0.6625,1,resnet50,test,1,FP
IMG0003678.jpg,data/FracAtlas/images/IMG0003678.jpg,0,0.7659,1,resnet50,test,1,FP
IMG0000447.jpg,data/FracAtlas/images/IMG0000447.jpg,0,0.6887,1,resnet50,test,1,FP
IMG0000263.jpg,data/FracAtlas/images/IMG0000263.jpg,0,0.5796,1,resnet50,test,1,FP
IMG0003818.jpg,data/FracAtlas/images/IMG0003818.jpg,0,0.5769,1,resnet50,test,1,FP
IMG0000864.jpg,data/FracAtlas/images/IMG0000864.jpg,0,0.6896,1,resnet50,test,1,FP
IMG0001801.jpg,data/FracAtlas/images/IMG0001801.jpg,0,0.7081,1,resnet50,test,1,FP
IMG0003950.jpg,data/FracAtlas/images/IMG0003950.jpg,0,0.6709,1,resnet50,test,1,FP
IMG0003366.jpg,data/FracAtlas/images/IMG0003366.jpg,0,0.6463,1,resnet50,test,1,FP
IMG0003133.jpg,data/FracAtlas/images/IMG0003133.jpg,0,0.8335,1,resnet50,test,1,FP
IMG0000081.jpg,data/FracAtlas/images/IMG0000081.jpg,0,0.894,1,resnet50,test,1,FP
IMG0000148.jpg,data/FracAtlas/images/IMG0000148.jpg,0,0.9372,1,resnet50,test,1,FP
IMG0001705.jpg,data/FracAtlas/images/IMG0001705.jpg,0,0.7788,1,resnet50,test,1,FP
IMG0003011.jpg,data/FracAtlas/images/IMG0003011.jpg,0,0.6765,1,resnet50,test,1,FP
IMG0003772.jpg,data/FracAtlas/images/IMG0003772.jpg,0,0.6011,1,resnet50,test,1,FP
IMG0000016.jpg,data/FracAtlas/images/IMG0000016.jpg,0,0.88,1,resnet50,test,1,FP
IMG0000203.jpg,data/FracAtlas/images/IMG0000203.jpg,0,0.8191,1,resnet50,test,1,FP
IMG0003491.jpg,data/FracAtlas/images/IMG0003491.jpg,0,0.7637,1,resnet50,test,1,FP
IMG0003145.jpg,data/FracAtlas/images/IMG0003145.jpg,0,0.6504,1,resnet50,test,1,FP
IMG0002010.jpg,data/FracAtlas/images/IMG0002010.jpg,0,0.928,1,resnet50,test,1,FP
IMG0003538.jpg,data/FracAtlas/images/IMG0003538.jpg,0,0.6654,1,resnet50,test,1,FP
IMG0001770.jpg,data/FracAtlas/images/IMG0001770.jpg,0,0.7858,1,resnet50,test,1,FP
IMG0001602.jpg,data/FracAtlas/images/IMG0001602.jpg,0,0.5836,1,resnet50,test,1,FP
IMG0004279.jpg,data/FracAtlas/images/IMG0004279.jpg,0,0.6196,1,resnet50,test,1,FP
IMG0003986.jpg,data/FracAtlas/images/IMG0003986.jpg,0,0.6325,1,resnet50,test,1,FP
IMG0003323.jpg,data/FracAtlas/images/IMG0003323.jpg,0,0.8579,1,resnet50,test,1,FP
IMG0001374.jpg,data/FracAtlas/images/IMG0001374.jpg,0,0.759,1,resnet50,test,1,FP
IMG0001201.jpg,data/FracAtlas/images/IMG0001201.jpg,0,0.9057,1,resnet50,test,1,FP
IMG0002290.jpg,data/FracAtlas/images/IMG0002290.jpg,0,0.7203,1,resnet50,test,1,FP
IMG0000448.jpg,data/FracAtlas/images/IMG0000448.jpg,0,0.7038,1,resnet50,test,1,FP
IMG0001528.jpg,data/FracAtlas/images/IMG0001528.jpg,0,0.8144,1,resnet50,test,1,FP
IMG0000718.jpg,data/FracAtlas/images/IMG0000718.jpg,0,0.6003,1,resnet50,test,1,FP
IMG0003480.jpg,data/FracAtlas/images/IMG0003480.jpg,0,0.8359,1,resnet50,test,1,FP
IMG0004286.jpg,data/FracAtlas/images/IMG0004286.jpg,0,0.7421,1,resnet50,test,1,FP
IMG0002014.jpg,data/FracAtlas/images/IMG0002014.jpg,0,0.6846,1,resnet50,test,1,FP
IMG0003375.jpg,data/FracAtlas/images/IMG0003375.jpg,0,0.6427,1,resnet50,test,1,FP
